cmty_name_lj,cmty_name,sp_distance,district_name,city_name
复兴西路30弄,复兴西路新里,51,徐汇区,上海市
复兴西路30弄,复兴西路30弄小区,9,徐汇区,上海市
太原别墅,太原路124号,82,徐汇区,上海市
太原别墅,太原路165弄,91,徐汇区,上海市
太原别墅,天平4号小区,69,徐汇区,上海市
宜山路177号,南丹路356号小区,99,徐汇区,上海市
宜山路177号,南丹路333弄小区,99,徐汇区,上海市
宜山路177号,宜山路179号,29,徐汇区,上海市
宜山路177号,宜山路177-179号小区,18,徐汇区,上海市
宜山路177号,官方称,163,徐汇区,上海市
宜山路177号,南丹路50弄,88,徐汇区,上海市
宜山路177号,徐虹路112弄小区,88,徐汇区,上海市
宜山路177号,南丹小区,88,徐汇区,上海市
宜山路177号,青之杰花园,57,徐汇区,上海市
小木桥路101弄,申信大楼,99,徐汇区,上海市
小木桥路101弄,清真小区,101,徐汇区,上海市
小木桥路101弄,医学院路54弄小区,55,徐汇区,上海市
尚汇豪庭二期,立信大厦,93,徐汇区,上海市
常熟路137号,长乐路公房,19,徐汇区,上海市
常熟路137号,长乐路699号,19,徐汇区,上海市
常熟路137号,常熟路228弄,165,徐汇区,上海市
常熟路137号,常熟小区,165,徐汇区,上海市
常熟路137号,常熟路207,101,徐汇区,上海市
常熟路137号,五原路76弄,298,徐汇区,上海市
常熟路137号,常华小区,92,徐汇区,上海市
广元路193号,广元路新里,99,徐汇区,上海市
广元路193号,义合坊,62,徐汇区,上海市
康乐小区(徐汇),健安坊,200,徐汇区,上海市
康健路120弄,康健路120弄小区,101,徐汇区,上海市
康健路120弄,漕泾一村,45,徐汇区,上海市
康健路120弄,康建路120弄小区,42,徐汇区,上海市
康平路207弄,天平路91弄小区,69,徐汇区,上海市
康平路207弄,广元路190弄小区,200,徐汇区,上海市
康平路207弄,爱棠新,163,徐汇区,上海市
康平路67号,康平大厦,10,徐汇区,上海市
康平路67号,康平大楼,22,徐汇区,上海市
康平路67号,淮海中路1751号小区,298,徐汇区,上海市
康平路67号,高安路20号小区,101,徐汇区,上海市
康平路67号,康平路172弄,81,徐汇区,上海市
徐汇华园,明丰新纪苑二期,111,徐汇区,上海市
徐汇新城(公寓),徐江新城,29,徐汇区,上海市
徐汇新干线,上海东湾度假中心村,82,徐汇区,上海市
徐虹北路28弄,宜山路250弄,74,徐汇区,上海市
徐虹北路28弄,古北金鹰府,48,徐汇区,上海市
徐虹北路28弄,徐虹北路28弄小区,22,徐汇区,上海市
徐虹北路28弄,官方称,68,徐汇区,上海市
徐虹北路28弄,南交小区,57,徐汇区,上海市
徐虹路110弄,新路小区,74,徐汇区,上海市
徐虹路110弄,徐虹路110弄小区,38,徐汇区,上海市
徐虹路110弄,汇站小区,123,徐汇区,上海市
徐虹路110弄,南虹公寓,101,徐汇区,上海市
徐虹路110弄,汇站街80弄3号,124,徐汇区,上海市
徐虹路112弄,汇站街80弄3号,124,徐汇区,上海市
徐虹路112弄,南虹公寓,99,徐汇区,上海市
徐虹路112弄,徐虹路112弄小区,3,徐汇区,上海市
徐虹路112弄,南丹路181弄小区,82,徐汇区,上海市
振兴小区(徐汇),东安路184号甲,82,徐汇区,上海市
振兴小区(徐汇),锦蝶苑,163,徐汇区,上海市
振兴小区(徐汇),东安路180弄小区,32,徐汇区,上海市
新乐路19号,新乐路17号小区,29,徐汇区,上海市
新乐路19号,陕西南路188弄小区,55,徐汇区,上海市
新乐路19号,新乐路56弄小区,111,徐汇区,上海市
新乐路19号,新乐路16号洋房,14,徐汇区,上海市
新乐路19号,新乐路19号小区,9,徐汇区,上海市
新乐路19号,新乐路27号小区,21,徐汇区,上海市
新乐路19号,新乐路52号小区,67,徐汇区,上海市
新乐路19号,新乐路34弄小区,67,徐汇区,上海市
新乐路19号,新乐路15号小区,88,徐汇区,上海市
新乐路19号,陕西南路208号小区,68,徐汇区,上海市
月季园(徐汇),月季园,30,徐汇区,上海市
机场新村(龙华),龙华机场新村,68,徐汇区,上海市
机场新村(龙华),机场新村,68,徐汇区,上海市
机场新村(龙华),生活花苑,298,徐汇区,上海市
松风花园,99长包房,45,徐汇区,上海市
枫林路147号,中山新村,59,徐汇区,上海市
枫林路14弄,枫林大楼,42,徐汇区,上海市
枫林路14弄,枫林大厦,42,徐汇区,上海市
枫林路14弄,医枫小区,38,徐汇区,上海市
枫林路14弄,枫林路14弄小区,12,徐汇区,上海市
枫林路14弄,肇嘉浜路669弄,103,徐汇区,上海市
柿子湾路8弄,柿子湾路8弄小区,29,徐汇区,上海市
桂梅别墅桃源清水居,桂梅别墅,57,徐汇区,上海市
楼园小区,协合紫薇园,67,徐汇区,上海市
樱花园(徐汇),东樱花园,74,徐汇区,上海市
欣园新邨,欣园新,71,徐汇区,上海市
欣园新邨,桂平小区,91,徐汇区,上海市
武康路280弄(公房),泰安路27弄小区,165,徐汇区,上海市
武康路280弄(公房),湖南路277号小区,99,徐汇区,上海市
武康路280弄(公房),湖南路300号小区,298,徐汇区,上海市
武康路280弄(公房),泰安路10弄小区,101,徐汇区,上海市
武康路280弄(公房),兴国路171号公房,74,徐汇区,上海市
武康路280弄(公房),兴国花园,38,徐汇区,上海市
武康路280弄(公房),兴国路169弄,77,徐汇区,上海市
武康路280弄(公房),淮海中路1984弄,200,徐汇区,上海市
武康路280弄(公房),武康路280,12,徐汇区,上海市
永嘉路750号,永嘉路690弄小区,61,徐汇区,上海市
永嘉路750号,永嘉路712,20,徐汇区,上海市
永嘉路750号,高安路101弄小区,298,徐汇区,上海市
永嘉路750号,衡山路249号小区,69,徐汇区,上海市
江南新村(徐汇),零陵路190弄小区,55,徐汇区,上海市
江南新村(徐汇),徐汇江南新村,68,徐汇区,上海市
江南新村(徐汇),江南二村600弄,145,徐汇区,上海市
江南新村(徐汇),江南一村,93,徐汇区,上海市
泰东新村(徐汇),新新小区,12,徐汇区,上海市
泰东新村(徐汇),明达公寓,145,徐汇区,上海市
泰东新村(徐汇),嘉汇国际广场,163,徐汇区,上海市
海珀旭晖酒店式公寓,海珀旭辉,29,徐汇区,上海市
炎虹路71弄,衡园,91,徐汇区,上海市
炎虹路71弄,肇一小区,22,徐汇区,上海市
炎虹路71弄,炎虹路71弄小区,56,徐汇区,上海市
炎虹路71弄,肇嘉浜路193弄小区,61,徐汇区,上海市
牡丹园(徐汇),牡丹园,17,徐汇区,上海市
田林体育公寓,体育公寓,30,徐汇区,上海市
番禺路998弄,番禺路950弄小区,35,徐汇区,上海市
番禺路998弄,魔方公寓上海交通大学店,68,徐汇区,上海市
番禺路998弄,番禺路875弄小区,200,徐汇区,上海市
科嘉小区,天钥桥路69弄丙支弄小区,68,徐汇区,上海市
科嘉小区,肇嘉浜路1029弄小区,37,徐汇区,上海市
罗秀二村,罗秀三村,163,徐汇区,上海市
老沪闵路709弄,体育花苑,123,徐汇区,上海市
臻园(公寓)(徐汇),徐汇臻园,165,徐汇区,上海市
臻园(公寓)(徐汇),馨宁公寓,103,徐汇区,上海市
舒城苑,舒乐小区,101,徐汇区,上海市
花苑茶花园,茶花园,59,徐汇区,上海市
虹桥路772弄,汇宜精英公寓,74,徐汇区,上海市
虹桥路772弄,虹二小区,58,徐汇区,上海市
衡山路696弄,衡山路596号小区,61,徐汇区,上海市
衡山路696弄,广元路41号,93,徐汇区,上海市
衡山路696弄,余庆路181弄,111,徐汇区,上海市
衡山路696弄,魔方公寓上海徐家汇公园店,165,徐汇区,上海市
衡山路696弄,衡山路690弄,6,徐汇区,上海市
衡山路696弄,广元路9号小区,68,徐汇区,上海市
钦州南路300弄,文馨苑,298,徐汇区,上海市
钦州南路300弄,钦州南路300弄小区,91,徐汇区,上海市
钦州南路300弄,康乐小区,91,徐汇区,上海市
长桥五村,上中路100弄小区,99,徐汇区,上海市
长桥六村,长桥八村,165,徐汇区,上海市
陇南小区,秀水苑,92,徐汇区,上海市
高邮路3号,高邮公寓,29,徐汇区,上海市
高邮路3号,高邮路5弄小区,57,徐汇区,上海市
高邮路3号,高邮路3号601,9,徐汇区,上海市
高邮路3号,高邮路公1号501,9,徐汇区,上海市
高邮路3号,兴盛公寓,9,徐汇区,上海市
高邮路3号,汇益花园(西区),200,徐汇区,上海市
高邮路3号,复兴西路203号小区,59,徐汇区,上海市
高邮路3号,高邮路花园洋房,123,徐汇区,上海市
高邮路3号,五原路289弄,298,徐汇区,上海市
高邮路3号,高邮路6号,21,徐汇区,上海市
高邮路3号,复兴西路洋房,42,徐汇区,上海市
高邮路3号,复兴西路230弄洋房,42,徐汇区,上海市
高邮路5弄,复兴西路洋房,55,徐汇区,上海市
高邮路5弄,复兴西路230弄洋房,55,徐汇区,上海市
高邮路5弄,高邮路公1号501,35,徐汇区,上海市
高邮路5弄,高邮路3号601,35,徐汇区,上海市
高邮路5弄,复兴西路317弄小区,111,徐汇区,上海市
高邮路5弄,湖南路277号小区,298,徐汇区,上海市
高邮路5弄,湖南路311弄小区,298,徐汇区,上海市
高邮路5弄,嘉慧园,298,徐汇区,上海市
高邮路5弄,高邮路6号,17,徐汇区,上海市
高邮路5弄,复兴西路210弄小区,68,徐汇区,上海市
高邮路5弄,高邮公寓,30,徐汇区,上海市
高邮路5弄,兴盛公寓,30,徐汇区,上海市
龙南三四村,龙南公寓,124,徐汇区,上海市
龙南三四村,龙南五村,124,徐汇区,上海市
"龙山小区,",北海大厦,81,徐汇区,上海市
"龙山小区,",美晶佳园,93,徐汇区,上海市
龙州小区,梅陇十村,298,徐汇区,上海市
龙漕路245弄,龙漕路219-8号,51,徐汇区,上海市
龙漕路245弄,龙漕路235弄小区,71,徐汇区,上海市
龙漕路245弄,龙漕路217号,56,徐汇区,上海市
龙漕路245弄,诸家宅小区,56,徐汇区,上海市
龙漕路245弄,龙漕路219-7号,55,徐汇区,上海市
万里一期,凯旋花苑,23,普陀区,上海市
东新支路55弄,东新支路55弄公房,8,普陀区,上海市
东新支路55弄,东新支路55弄小区,83,普陀区,上海市
东新支路55弄,东新苑,59,普陀区,上海市
中星海上名庭(公寓),海上名庭梅岭公寓,89,普陀区,上海市
中星海上名庭(公寓),海上名庭,77,普陀区,上海市
中鹰黑森林,中鹰黑森林(中环凯旋宫),206,普陀区,上海市
乐怡苑(普陀),乐怡苑,63,普陀区,上海市
乐怡苑(普陀),常德路1375弄,82,普陀区,上海市
光复西路2213弄,光复西路2213弄小区,25,普陀区,上海市
兰溪路224号,兰溪路205弄小区,21,普陀区,上海市
兰溪路224号,南大街,78,普陀区,上海市
兰溪路231弄,兰溪路280弄小区,25,普陀区,上海市
兰溪路231弄,东江海,206,普陀区,上海市
兰溪路231弄,兰溪路227号,21,普陀区,上海市
兰溪路231弄,兰溪路223号,23,普陀区,上海市
兰溪路231弄,兰溪路223-229号小区,19,普陀区,上海市
兰溪路231弄,兰溪路231弄小区,12,普陀区,上海市
农林小区,中山北路1760弄小区,100,普陀区,上海市
农林小区,中山北路1760小区,90,普陀区,上海市
农林小区,光新校区,436,普陀区,上海市
农林小区,靓巢青年公寓,112,普陀区,上海市
农林小区,宝钢公寓,112,普陀区,上海市
农林小区,月亮湾浦发广场,6,普陀区,上海市
嘉华苑(普陀),大洋新村,59,普陀区,上海市
嘉华苑(普陀),嘉华苑,65,普陀区,上海市
大华颐和华城(公寓),武威东路478弄,95,普陀区,上海市
宝华城市晶典,宝华城市经典,28,普陀区,上海市
宝华城市晶典,宝华城市晶典大厦,32,普陀区,上海市
宝华城市晶典,长久大厦,78,普陀区,上海市
富颐星成公馆,富颐星城公馆,35,普陀区,上海市
延长小区(普陀),沪太路788弄,100,普陀区,上海市
新扬雅苑,紫藤苑小区(桃浦十村),436,普陀区,上海市
新扬雅苑,桃浦四村紫荆苑,78,普陀区,上海市
新扬雅苑,紫荆苑,41,普陀区,上海市
新村路285弄,新村路285弄小区,21,普陀区,上海市
新杨和苑二期,新杨和苑,101,普陀区,上海市
曹杨三村(兰岭园),利富莱酒店公寓,121,普陀区,上海市
曹杨三村(兰岭园),利富莱公寓,121,普陀区,上海市
曹杨三村(兰岭园),曹杨公寓,52,普陀区,上海市
曹杨三村(兰岭园),兰岭园,72,普陀区,上海市
曹杨三村(杏杨园),杏杨园,60,普陀区,上海市
曹杨五村(南杨园),南杨园,19,普陀区,上海市
曹杨五村(杏梅园),曹杨五村杏梅园,57,普陀区,上海市
曹杨五村(杏梅园),桐柏公寓,101,普陀区,上海市
曹杨五村(杏梅园),杏梅园,5,普陀区,上海市
曹杨五村(梅花园),曹杨五村梅花园,39,普陀区,上海市
曹杨五村(梅花园),梅花园3,64,普陀区,上海市
曹杨六村(沙溪园),沙溪园,10,普陀区,上海市
曹杨四村(兰花园),曹杨四村,112,普陀区,上海市
曹杨四村(兰花园),兰花园,14,普陀区,上海市
曹杨四村(桐柏园),桐柏园,40,普陀区,上海市
月亮湾,中山北路1766号,121,普陀区,上海市
月亮湾,蚂蚁公寓,115,普陀区,上海市
月亮湾,传奇暖暖公寓,115,普陀区,上海市
月亮湾,一品国际,77,普陀区,上海市
月亮湾,浦发广场,90,普陀区,上海市
杏园,杏园小区,64,普陀区,上海市
杨家桥小区(普陀),杨家桥二街坊,65,普陀区,上海市
桃浦一村合欢苑,合欢苑,37,普陀区,上海市
桃浦一村合欢苑,桃浦一村(武威路1051弄)小区,159,普陀区,上海市
桃浦七村雪松苑,桃浦七村,44,普陀区,上海市
桃浦三村红棉苑,红棉苑,32,普陀区,上海市
桃浦二村永汇新苑,永汇新苑二期,82,普陀区,上海市
桃浦五村山茶苑,山茶苑,27,普陀区,上海市
桃浦西路443弄,桃浦西路443弄小区,89,普陀区,上海市
江南新村(普陀),江南新村,8,普陀区,上海市
江南新村(普陀),曹杨汽车公寓,77,普陀区,上海市
洛川路28号,洛川路16号小区,43,普陀区,上海市
洛川路28号,洛川路990号小区,121,普陀区,上海市
玉城宝都大厦,冠龙大厦,58,普陀区,上海市
玉城宝都大厦,玉城大厦,83,普陀区,上海市
玉城宝都大厦,玉城宝都,60,普陀区,上海市
甘泉路5弄,甘泉路5弄小区,46,普陀区,上海市
甘泉路5弄,桃苑公寓,100,普陀区,上海市
真光第四小区,真光新村第四小区,73,普陀区,上海市
真华路36弄,真华欣苑,112,普陀区,上海市
石泉路180弄,童家桥小区,73,普陀区,上海市
石泉路180弄,石泉路130弄小区,101,普陀区,上海市
石泉路180弄,石岚三村小区(东区),159,普陀区,上海市
石泉路180弄,宜岚酒店公寓,100,普陀区,上海市
石泉路180弄,信严新村,95,普陀区,上海市
石泉路180弄,石泉路180弄小区,35,普陀区,上海市
石泉路180弄,石泉路140弄小区,78,普陀区,上海市
石泉路1号,邮政石泉大楼,44,普陀区,上海市
石泉路1号,石泉路1号小区,6,普陀区,上海市
石泉路1号,光新校区,90,普陀区,上海市
祥和星宇花园(公寓),祥和星宇花园(别墅),19,普陀区,上海市
章家巷小区,章家巷,121,普陀区,上海市
章家巷小区,子长小区,115,普陀区,上海市
紫腾苑小区,紫藤苑,78,普陀区,上海市
绿地世纪城(一期),绿地世纪城,83,普陀区,上海市
绿地世纪城(一期),绿地世纪花园,46,普陀区,上海市
绿地世纪城(三期),长发白玉公寓,206,普陀区,上海市
绿地世纪城(三期),绿地世纪城三期,58,普陀区,上海市
绿地世纪城(三期),绿地世纪城绿地世家,77,普陀区,上海市
绿地世纪城(二期),绿地世纪城二期,121,普陀区,上海市
苏堤春晓名苑,苏堤春晓二期,24,普陀区,上海市
苏堤春晓名苑,上海苏堤春晓名苑,28,普陀区,上海市
